Termos de Busca (v14) (evar14),achocolatado,28,64.29%,85.71%,7.14%,10.71%,3.57%
Termos de Busca (v14) (evar14),racao,28,67.86%,35.71%,3.57%,32.14%,0.00%
Termos de Busca (v14) (evar14),milho,27,51.85%,92.59%,3.70%,18.52%,3.70%
Termos de Busca (v14) (evar14),desinfetante,27,66.67%,88.89%,0.00%,18.52%,0.00%
Termos de Busca (v14) (evar14),carne moida,27,66.67%,77.78%,7.41%,18.52%,0.00%
Termos de Busca (v14) (evar14),vodka,26,57.69%,46.15%,3.85%,26.92%,0.00%
Termos de Busca (v14) (evar14),toddy,25,80.00%,84.00%,4.00%,20.00%,4.35%
Termos de Busca (v14) (evar14),ketchup,25,72.00%,92.00%,0.00%,0.00%,4.17%
Termos de Busca (v14) (evar14),pao de queijo,25,72.00%,92.00%,4.00%,24.00%,4.00%
Termos de Busca (v14) (evar14),alho,25,60.00%,72.00%,4.00%,4.00%,0.00%
Termos de Busca (v14) (evar14),ovo,25,56.00%,80.00%,4.00%,20.00%,0.00%
Termos de Busca (v14) (evar14),yakult,25,56.00%,80.00%,0.00%,0.00%,0.00%
Termos de Busca (v14) (evar14),enfagrow,25,32.00%,40.00%,0.00%,8.00%,0.00%
Termos de Busca (v14) (evar14),vanish,24,66.67%,70.83%,0.00%,20.83%,0.00%
Termos de Busca (v14) (evar14),queijo ralado,23,52.17%,95.65%,8.70%,13.04%,13.04%
Termos de Busca (v14) (evar14),pasta de dente,23,73.91%,91.30%,0.00%,17.39%,8.70%
Termos de Busca (v14) (evar14),pipoca,23,47.83%,82.61%,0.00%,4.35%,4.55%
Termos de Busca (v14) (evar14),amendoim,23,73.91%,86.96%,4.35%,8.70%,4.35%
Termos de Busca (v14) (evar14),contra file,23,39.13%,43.48%,13.04%,21.74%,4.35%
Termos de Busca (v14) (evar14),cebola,23,82.61%,82.61%,8.70%,13.04%,0.00%
Termos de Busca (v14) (evar14),tomate,23,60.87%,73.91%,4.35%,17.39%,0.00%
Termos de Busca (v14) (evar14),aptamil,23,56.52%,17.39%,4.35%,21.74%,0.00%
Termos de Busca (v14) (evar14),leite longa vida,23,34.78%,65.22%,4.35%,17.39%,0.00%
Termos de Busca (v14) (evar14),absorvente,22,59.09%,81.82%,0.00%,4.55%,5.00%
Termos de Busca (v14) (evar14),bolo,22,54.55%,90.91%,0.00%,22.73%,4.55%
Termos de Busca (v14) (evar14),atum,22,68.18%,81.82%,0.00%,18.18%,0.00%
Termos de Busca (v14) (evar14),cotonete,21,76.19%,90.48%,0.00%,9.52%,14.29%
Termos de Busca (v14) (evar14),torrada,21,33.33%,90.48%,9.52%,14.29%,9.52%
Termos de Busca (v14) (evar14),nutella,21,42.86%,42.86%,4.76%,19.05%,5.56%
Termos de Busca (v14) (evar14),leite semidesnatado,21,57.14%,80.95%,0.00%,14.29%,0.00%
Termos de Busca (v14) (evar14),cervejas,21,52.38%,33.33%,4.76%,52.38%,0.00%
Termos de Busca (v14) (evar14),pampers,21,52.38%,61.90%,0.00%,38.10%,0.00%
Termos de Busca (v14) (evar14),batman,21,14.29%,100.00%,0.00%,0.00%,0.00%
Termos de Busca (v14) (evar14),sabonete dove,20,60.00%,90.00%,0.00%,15.00%,5.00%
Termos de Busca (v14) (evar14),batata palha,20,55.00%,85.00%,0.00%,20.00%,5.00%
Termos de Busca (v14) (evar14),coca,20,60.00%,85.00%,0.00%,5.00%,0.00%
Termos de Busca (v14) (evar14),tapioca,19,78.95%,68.42%,0.00%,10.53%,5.26%
Termos de Busca (v14) (evar14),danone,19,73.68%,84.21%,21.05%,21.05%,5.26%
Termos de Busca (v14) (evar14),palmito,19,78.95%,84.21%,0.00%,15.79%,0.00%
Termos de Busca (v14) (evar14),cafe pilao,19,57.89%,100.00%,10.53%,21.05%,0.00%
Termos de Busca (v14) (evar14),salsicha,19,47.37%,73.68%,0.00%,0.00%,0.00%
Termos de Busca (v14) (evar14),guarana,19,36.84%,84.21%,0.00%,15.79%,0.00%
Termos de Busca (v14) (evar14),biscoitos,18,77.78%,72.22%,5.56%,11.11%,6.25%
Termos de Busca (v14) (evar14),sardinha,18,72.22%,94.44%,0.00%,11.11%,5.88%
Termos de Busca (v14) (evar14),tang,18,77.78%,83.33%,5.56%,11.11%,0.00%
Termos de Busca (v14) (evar14),alface,18,61.11%,88.89%,5.56%,16.67%,0.00%
Termos de Busca (v14) (evar14),ervilha,18,61.11%,83.33%,0.00%,5.56%,0.00%
Termos de Busca (v14) (evar14),skol,18,44.44%,27.78%,5.56%,11.11%,0.00%
Termos de Busca (v14) (evar14),lasanha,17,58.82%,94.12%,0.00%,11.76%,11.76%
Termos de Busca (v14) (evar14),arroz integral,17,70.59%,76.47%,0.00%,29.41%,6.25%
Termos de Busca (v14) (evar14),miojo,17,64.71%,94.12%,0.00%,23.53%,5.88%
Termos de Busca (v14) (evar14),batata congelada,17,76.47%,64.71%,17.65%,23.53%,0.00%
Termos de Busca (v14) (evar14),bacon,17,76.47%,47.06%,0.00%,17.65%,0.00%
Termos de Busca (v14) (evar14),adocante,17,64.71%,70.59%,5.88%,17.65%,0.00%
Termos de Busca (v14) (evar14),mostarda,17,64.71%,94.12%,0.00%,5.88%,0.00%
Termos de Busca (v14) (evar14),mussarela,17,52.94%,58.82%,0.00%,0.00%,0.00%
Termos de Busca (v14) (evar14),camarao,17,35.29%,5.88%,0.00%,11.76%,0.00%
Termos de Busca (v14) (evar14),gelatina,16,56.25%,87.50%,0.00%,6.25%,6.25%
Termos de Busca (v14) (evar14),agua mineral,16,75.00%,81.25%,0.00%,18.75%,0.00%
Termos de Busca (v14) (evar14),suco de uva,16,75.00%,68.75%,12.50%,12.50%,0.00%
Termos de Busca (v14) (evar14),sabonete liquido,16,75.00%,87.50%,0.00%,6.25%,0.00%
Termos de Busca (v14) (evar14),lencos umedecidos,16,68.75%,56.25%,6.25%,25.00%,0.00%
Termos de Busca (v14) (evar14),farofa,16,62.50%,93.75%,0.00%,0.00%,0.00%
Termos de Busca (v14) (evar14),fralda xg,16,56.25%,56.25%,0.00%,12.50%,0.00%
Termos de Busca (v14) (evar14),eisenbahn,16,43.75%,56.25%,0.00%,25.00%,0.00%
Termos de Busca (v14) (evar14),supreme care,16,37.50%,25.00%,0.00%,6.25%,0.00%
Termos de Busca (v14) (evar14),salmao,16,18.75%,18.75%,0.00%,0.00%,0.00%
Termos de Busca (v14) (evar14),agua com gas,15,46.67%,100.00%,0.00%,13.33%,13.33%
Termos de Busca (v14) (evar14),leite moca,15,40.00%,93.33%,6.67%,13.33%,13.33%
Termos de Busca (v14) (evar14),farinha lactea,15,60.00%,73.33%,0.00%,13.33%,6.67%
Termos de Busca (v14) (evar14),removedor,15,80.00%,73.33%,0.00%,20.00%,0.00%
Termos de Busca (v14) (evar14),sazon,15,73.33%,80.00%,0.00%,13.33%,0.00%
Termos de Busca (v14) (evar14),fralda pampers,15,53.33%,53.33%,0.00%,26.67%,0.00%
Termos de Busca (v14) (evar14),limao,15,53.33%,86.67%,6.67%,0.00%,0.00%
Termos de Busca (v14) (evar14),oleo de soja,15,46.67%,73.33%,0.00%,26.67%,0.00%
Termos de Busca (v14) (evar14),saco de lixo,14,85.71%,78.57%,0.00%,0.00%,14.29%
Termos de Busca (v14) (evar14),geleia,14,78.57%,92.86%,0.00%,7.14%,7.69%
Termos de Busca (v14) (evar14),granola,14,78.57%,78.57%,14.29%,14.29%,7.14%
Termos de Busca (v14) (evar14),bom ar,14,64.29%,71.43%,7.14%,21.43%,7.14%
Termos de Busca (v14) (evar14),lindt,14,42.86%,64.29%,7.14%,14.29%,7.14%
Termos de Busca (v14) (evar14),bacalhau,14,78.57%,85.71%,0.00%,28.57%,0.00%
Termos de Busca (v14) (evar14),cereal,14,64.29%,71.43%,14.29%,28.57%,0.00%
Termos de Busca (v14) (evar14),cookie,14,64.29%,92.86%,0.00%,21.43%,0.00%
Termos de Busca (v14) (evar14),suco integral,14,57.14%,85.71%,7.14%,35.71%,0.00%
Termos de Busca (v14) (evar14),glade,14,57.14%,57.14%,0.00%,28.57%,0.00%
Termos de Busca (v14) (evar14),energetico,14,50.00%,35.71%,0.00%,21.43%,0.00%
Termos de Busca (v14) (evar14),areia,13,61.54%,23.08%,7.69%,30.77%,9.09%
Termos de Busca (v14) (evar14),cesta basica,13,38.46%,30.77%,0.00%,30.77%,7.69%
Termos de Busca (v14) (evar14),hamburguer,13,92.31%,84.62%,0.00%,38.46%,0.00%
Termos de Busca (v14) (evar14),bombril,13,84.62%,92.31%,7.69%,15.38%,0.00%
Termos de Busca (v14) (evar14),azeitona,13,84.62%,84.62%,0.00%,0.00%,0.00%
Termos de Busca (v14) (evar14),algodao,13,76.92%,84.62%,0.00%,7.69%,0.00%
Termos de Busca (v14) (evar14),fermento,13,69.23%,76.92%,7.69%,30.77%,0.00%
Termos de Busca (v14) (evar14),jack daniels,13,69.23%,7.69%,0.00%,30.77%,0.00%
Termos de Busca (v14) (evar14),presunto,13,69.23%,84.62%,0.00%,0.00%,0.00%
Termos de Busca (v14) (evar14),feijao carioca,13,61.54%,84.62%,0.00%,23.08%,0.00%
Termos de Busca (v14) (evar14),frutas,13,61.54%,46.15%,7.69%,15.38%,0.00%
Termos de Busca (v14) (evar14),sucos,13,53.85%,92.31%,0.00%,23.08%,0.00%
Termos de Busca (v14) (evar14),papel higienico neve,13,53.85%,69.23%,0.00%,23.08%,0.00%
Termos de Busca (v14) (evar14),doritos,13,53.85%,61.54%,7.69%,15.38%,0.00%
Termos de Busca (v14) (evar14),dolce gusto,13,53.85%,69.23%,0.00%,7.69%,0.00%
Termos de Busca (v14) (evar14),huggies,13,53.85%,61.54%,0.00%,7.69%,0.00%
Termos de Busca (v14) (evar14),red label,13,53.85%,23.08%,0.00%,7.69%,0.00%
Termos de Busca (v14) (evar14),ofertas,13,46.15%,46.15%,15.38%,7.69%,0.00%
Termos de Busca (v14) (evar14),gin,12,41.67%,41.67%,8.33%,25.00%,8.33%
Termos de Busca (v14) (evar14),mel,12,91.67%,50.00%,16.67%,33.33%,0.00%
Termos de Busca (v14) (evar14),molho,12,91.67%,83.33%,0.00%,16.67%,0.00%
Termos de Busca (v14) (evar14),ninho,12,75.00%,66.67%,0.00%,25.00%,0.00%
Termos de Busca (v14) (evar14),shampoo seda,12,75.00%,83.33%,0.00%,0.00%,0.00%
Termos de Busca (v14) (evar14),barilla,12,66.67%,75.00%,16.67%,33.33%,0.00%
Termos de Busca (v14) (evar14),milho verde,12,66.67%,91.67%,0.00%,16.67%,0.00%
Termos de Busca (v14) (evar14),sabao em po omo,12,58.33%,91.67%,0.00%,16.67%,0.00%
Termos de Busca (v14) (evar14),ariel,12,58.33%,75.00%,0.00%,8.33%,0.00%
Termos de Busca (v14) (evar14),pizza,12,50.00%,75.00%,8.33%,25.00%,0.00%
Termos de Busca (v14) (evar14),aveia,12,41.67%,75.00%,8.33%,16.67%,0.00%
Termos de Busca (v14) (evar14),peixeira,12,25.00%,8.33%,0.00%,25.00%,0.00%
Termos de Busca (v14) (evar14),leite de soja,12,25.00%,25.00%,8.33%,0.00%,0.00%
Termos de Busca (v14) (evar14),polenguinho,11,90.91%,81.82%,9.09%,9.09%,11.11%
Termos de Busca (v14) (evar14),grego,11,54.55%,72.73%,0.00%,9.09%,10.00%
Termos de Busca (v14) (evar14),club social,11,72.73%,90.91%,0.00%,27.27%,9.09%
Termos de Busca (v14) (evar14),condicionador,11,72.73%,100.00%,9.09%,18.18%,9.09%
Termos de Busca (v14) (evar14),leite parmalat,11,72.73%,72.73%,0.00%,9.09%,9.09%
Termos de Busca (v14) (evar14),nesfit,11,72.73%,100.00%,0.00%,0.00%,9.09%
Termos de Busca (v14) (evar14),pate,11,45.45%,81.82%,9.09%,0.00%,9.09%
Termos de Busca (v14) (evar14),bife,11,72.73%,54.55%,0.00%,27.27%,0.00%
Termos de Busca (v14) (evar14),fralda g,11,63.64%,45.45%,0.00%,36.36%,0.00%
Termos de Busca (v14) (evar14),molho tomate,11,63.64%,100.00%,0.00%,18.18%,0.00%
Termos de Busca (v14) (evar14),laranja,11,54.55%,90.91%,0.00%,9.09%,0.00%
Termos de Busca (v14) (evar14),danoninho,11,54.55%,81.82%,9.09%,9.09%,0.00%
Termos de Busca (v14) (evar14),leite de coco,11,54.55%,63.64%,0.00%,9.09%,0.00%
Termos de Busca (v14) (evar14),maca,11,54.55%,100.00%,9.09%,0.00%,0.00%
Termos de Busca (v14) (evar14),coca zero,11,54.55%,100.00%,0.00%,0.00%,0.00%
Termos de Busca (v14) (evar14),fraldas pampers,11,45.45%,63.64%,0.00%,18.18%,0.00%
Termos de Busca (v14) (evar14),brahma,11,45.45%,45.45%,0.00%,9.09%,0.00%
Termos de Busca (v14) (evar14),h2oh,11,45.45%,72.73%,0.00%,0.00%,0.00%
Termos de Busca (v14) (evar14),leite zero lactose,11,36.36%,36.36%,9.09%,9.09%,0.00%
Termos de Busca (v14) (evar14),pao integral,11,27.27%,90.91%,0.00%,18.18%,0.00%
Termos de Busca (v14) (evar14),fraldas xg,11,0.00%,36.36%,0.00%,18.18%,0.00%
Termos de Busca (v14) (evar14),cafe melitta,10,70.00%,70.00%,0.00%,10.00%,12.50%
Termos de Busca (v14) (evar14),sadia,10,80.00%,80.00%,0.00%,60.00%,11.11%
Termos de Busca (v14) (evar14),pao de alho,10,40.00%,70.00%,0.00%,10.00%,11.11%
Termos de Busca (v14) (evar14),amaciante downy,10,30.00%,60.00%,0.00%,20.00%,11.11%
Termos de Busca (v14) (evar14),colgate,10,90.00%,70.00%,0.00%,20.00%,10.00%
Termos de Busca (v14) (evar14),farinha,10,90.00%,90.00%,0.00%,0.00%,10.00%
Termos de Busca (v14) (evar14),mandioquinha,10,80.00%,90.00%,10.00%,10.00%,10.00%
Termos de Busca (v14) (evar14),nuggets,10,70.00%,90.00%,0.00%,30.00%,10.00%
Termos de Busca (v14) (evar14),pato,10,70.00%,90.00%,0.00%,10.00%,10.00%
Termos de Busca (v14) (evar14),nescafe,10,80.00%,70.00%,10.00%,40.00%,0.00%
Termos de Busca (v14) (evar14),papel,10,80.00%,80.00%,0.00%,10.00%,0.00%
Termos de Busca (v14) (evar14),itaipava,10,70.00%,60.00%,10.00%,40.00%,0.00%
Termos de Busca (v14) (evar14),queijo minas,10,70.00%,90.00%,0.00%,20.00%,0.00%
Termos de Busca (v14) (evar14),pepsi,10,70.00%,60.00%,0.00%,20.00%,0.00%
Termos de Busca (v14) (evar14),cervejaria,10,70.00%,10.00%,0.00%,20.00%,0.00%
Termos de Busca (v14) (evar14),feijao preto,10,50.00%,80.00%,0.00%,30.00%,0.00%
Termos de Busca (v14) (evar14),acai,10,50.00%,50.00%,10.00%,20.00%,0.00%
Termos de Busca (v14) (evar14),lustra moveis,10,50.00%,90.00%,0.00%,10.00%,0.00%
Termos de Busca (v14) (evar14),cenoura,10,50.00%,90.00%,0.00%,0.00%,0.00%
Termos de Busca (v14) (evar14),wafer,10,40.00%,100.00%,0.00%,10.00%,0.00%
Termos de Busca (v14) (evar14),cerveja imperio,10,40.00%,40.00%,0.00%,10.00%,0.00%
Termos de Busca (v14) (evar14),alimentos,10,40.00%,30.00%,0.00%,10.00%,0.00%
Termos de Busca (v14) (evar14),notebook,10,40.00%,60.00%,0.00%,0.00%,0.00%
Termos de Busca (v14) (evar14),ades,10,30.00%,80.00%,10.00%,30.00%,0.00%
Termos de Busca (v14) (evar14),cafe em po,10,30.00%,100.00%,0.00%,10.00%,0.00%
Termos de Busca (v14) (evar14),red bull,10,20.00%,80.00%,0.00%,0.00%,0.00%
Termos de Busca (v14) (evar14),leite de cabra,10,0.00%,0.00%,0.00%,10.00%,0.00%
Termos de Busca (v14) (evar14),tira limo,9,77.78%,100.00%,0.00%,0.00%,11.11%
Termos de Busca (v14) (evar14),cif,9,55.56%,88.89%,0.00%,22.22%,11.11%
Termos de Busca (v14) (evar14),lentilha,9,55.56%,88.89%,0.00%,0.00%,11.11%
Termos de Busca (v14) (evar14),brocolis,9,55.56%,88.89%,0.00%,0.00%,11.11%
Termos de Busca (v14) (evar14),kit kat,9,44.44%,66.67%,0.00%,11.11%,11.11%
Termos de Busca (v14) (evar14),ovomaltine,9,33.33%,88.89%,11.11%,33.33%,11.11%
Termos de Busca (v14) (evar14),detergente liquido,9,100.00%,77.78%,11.11%,44.44%,0.00%
Termos de Busca (v14) (evar14),activia,9,77.78%,66.67%,0.00%,44.44%,0.00%
Termos de Busca (v14) (evar14),amaciante comfort,9,77.78%,77.78%,0.00%,22.22%,0.00%
Termos de Busca (v14) (evar14),queijos,9,77.78%,66.67%,11.11%,22.22%,0.00%
Termos de Busca (v14) (evar14),flormel,9,77.78%,66.67%,0.00%,11.11%,0.00%
Termos de Busca (v14) (evar14),arroz camil,9,77.78%,77.78%,22.22%,0.00%,0.00%
Termos de Busca (v14) (evar14),file de frango,9,66.67%,88.89%,22.22%,33.33%,0.00%
Termos de Busca (v14) (evar14),acucar refinado,9,66.67%,100.00%,0.00%,22.22%,0.00%
Termos de Busca (v14) (evar14),leite fermentado,9,66.67%,88.89%,0.00%,22.22%,0.00%
Termos de Busca (v14) (evar14),heinz,9,66.67%,55.56%,11.11%,22.22%,0.00%
Termos de Busca (v14) (evar14),manga,9,66.67%,22.22%,0.00%,22.22%,0.00%
Termos de Busca (v14) (evar14),sabonetes,9,66.67%,100.00%,0.00%,0.00%,0.00%
Termos de Busca (v14) (evar14),papel aluminio,9,66.67%,100.00%,0.00%,0.00%,0.00%
Termos de Busca (v14) (evar14),maizena,9,55.56%,77.78%,11.11%,22.22%,0.00%
Termos de Busca (v14) (evar14),cream cheese,9,55.56%,55.56%,0.00%,22.22%,0.00%
Termos de Busca (v14) (evar14),tilapia,9,55.56%,33.33%,0.00%,22.22%,0.00%
Termos de Busca (v14) (evar14),barra de cereal,9,55.56%,77.78%,0.00%,11.11%,0.00%
Termos de Busca (v14) (evar14),sabao omo,9,55.56%,88.89%,0.00%,0.00%,0.00%
Termos de Busca (v14) (evar14),chocolate em po,9,44.44%,88.89%,0.00%,22.22%,0.00%
Termos de Busca (v14) (evar14),creme de leite fresco,9,44.44%,22.22%,0.00%,22.22%,0.00%
Termos de Busca (v14) (evar14),peixes,9,44.44%,22.22%,0.00%,11.11%,0.00%
Termos de Busca (v14) (evar14),ana maria,8,75.00%,100.00%,0.00%,25.00%,25.00%
Termos de Busca (v14) (evar14),queijo mussarela,8,75.00%,87.50%,12.50%,0.00%,25.00%
Termos de Busca (v14) (evar14),acucar cristal,8,75.00%,62.50%,0.00%,0.00%,14.29%
Termos de Busca (v14) (evar14),mucilon,8,62.50%,62.50%,12.50%,12.50%,14.29%
Termos de Busca (v14) (evar14),detergente ype,8,100.00%,87.50%,0.00%,12.50%,12.50%
Termos de Busca (v14) (evar14),h2o,8,87.50%,87.50%,0.00%,12.50%,12.50%
Termos de Busca (v14) (evar14),acucar uniao,8,87.50%,87.50%,0.00%,0.00%,12.50%
Termos de Busca (v14) (evar14),rucula,8,75.00%,75.00%,25.00%,12.50%,12.50%
Termos de Busca (v14) (evar14),cha verde,8,75.00%,50.00%,12.50%,12.50%,12.50%
Termos de Busca (v14) (evar14),capsula,8,75.00%,62.50%,0.00%,0.00%,12.50%
Termos de Busca (v14) (evar14),omo liquido,8,62.50%,100.00%,0.00%,25.00%,12.50%
Termos de Busca (v14) (evar14),fio dental,8,100.00%,100.00%,0.00%,12.50%,0.00%
Termos de Busca (v14) (evar14),linguica calabresa,8,100.00%,62.50%,12.50%,0.00%,0.00%
Termos de Busca (v14) (evar14),mortadela,8,87.50%,50.00%,12.50%,50.00%,0.00%
Termos de Busca (v14) (evar14),carvao,8,87.50%,87.50%,0.00%,12.50%,0.00%
Termos de Busca (v14) (evar14),suco de laranja,8,87.50%,75.00%,25.00%,12.50%,0.00%
Termos de Busca (v14) (evar14),bis,8,87.50%,62.50%,0.00%,0.00%,0.00%
Termos de Busca (v14) (evar14),odorizador,8,87.50%,50.00%,0.00%,0.00%,0.00%
Termos de Busca (v14) (evar14),banana prata,8,75.00%,100.00%,0.00%,25.00%,0.00%
Termos de Busca (v14) (evar14),sapolio,8,75.00%,100.00%,0.00%,25.00%,0.00%
Termos de Busca (v14) (evar14),comfort,8,75.00%,100.00%,12.50%,12.50%,0.00%
